city,temperature,humidity,weather,wind_speed,pressure
Marāt,25.14,31,scattered clouds,7.73,1010
Makkah Province,22.76,51,clear sky,9,1011
Makkah al Mukarramah,26.17,57,broken clouds,5.22,1011
Madīnat Yanbu‘ aş Şinā‘īyah,28.03,32,clear sky,8.92,1011
Khamis Mushait,23.34,28,few clouds,9.26,1012
Julayjilah,20.28,44,overcast clouds,1.78,1013
Jizan,32.4,46,few clouds,6.04,1009
Jizan,29.91,66,scattered clouds,3.6,1010
Jeddah,28.92,30,scattered clouds,7.2,1011
Ḩajlah,22.15,33,scattered clouds,9.26,1013
Hai’l Region,21.33,8,clear sky,8.49,1010
Ha'il,21.01,18,clear sky,6.17,1011
Hafar Al-Batin,13.32,94,broken clouds,5.14,1011
Farasān,25.55,78,broken clouds,4.97,1010
Duba,21.32,40,clear sky,6.3,1013
Buraidah,17.25,27,clear sky,7.13,1009
Abqaiq,21.43,43,overcast clouds,0.71,1013
Birzayn,23.1,28,few clouds,9.26,1013
Banbān,17.81,72,broken clouds,4.12,1011
Badr Ḩunayn,27.24,14,clear sky,7.15,1011
Az Zulfī,24.51,38,few clouds,9.07,1009
Dhahran,17.57,72,broken clouds,1.54,1014
Aţ Ţaraf,20.3,46,overcast clouds,1.28,1013
Ta'if,22.56,59,light rain,7.63,1012
As Sulayyil,29.66,18,clear sky,3.96,1008
As Sulaymānīyah,17.25,31,broken clouds,5.93,1011
Sājir,24.71,41,scattered clouds,7.66,1009
As Saffānīyah,18.93,44,light rain,3.48,1013
'Asir,30.92,14,few clouds,9.94,1007
Ash Shurayf,22.54,11,clear sky,7.84,1011
Ash Shubramīyah,21.78,43,overcast clouds,7.89,1010
Eastern Province,31.54,21,clear sky,5.78,1010
Ar Ruqayyiqah,20.17,73,broken clouds,1.54,1013
Riyadh,23.93,36,broken clouds,7.01,1011
Ar Riyāḑ,25.28,29,few clouds,4.9,1010
Ar Rass,24.85,27,clear sky,7.23,1009
Arar,8.01,93,broken clouds,4.12,1014
An Nimāş,16.71,49,clear sky,5.21,1013
Qurayyat,15.1,41,few clouds,2.06,1012
Wej,23.97,46,clear sky,5.14,1013
Al Qurayn,20.27,44,overcast clouds,1.78,1013
Qaisumah,12.98,94,broken clouds,5.14,1011
Al Qaţīf,17.11,45,overcast clouds,3.02,1014
Al-Qassim,23.3,11,clear sky,7.01,1009
Al Quraynah,25.02,33,broken clouds,6.36,1011
Al Qārah,20.27,45,overcast clouds,1.54,1013
Al Muţayrifī,20.19,45,overcast clouds,1.89,1013
Al Munayzilah,20.21,45,overcast clouds,1.5,1013
Al Mubarraz,20.17,73,broken clouds,1.54,1013
Al Mindak,17.69,50,scattered clouds,5.67,1013
Al Mikhlāf,30.55,13,scattered clouds,2.46,1006
Al Markaz,20.33,45,overcast clouds,1.35,1013
Medina,26.24,15,few clouds,4.63,1009
Al Madīnah al Munawwarah,20.83,12,clear sky,8.11,1011
Khobar,18.08,72,broken clouds,1.54,1014
Al Kharj,17.32,31,overcast clouds,5.94,1011
Al Khafjī,17.44,47,light rain,3.8,1014
Al Jumūm,26.24,57,broken clouds,5.54,1011
Jubail,18.91,51,broken clouds,2.87,1014
Al Jubayl,20.25,45,overcast clouds,1.6,1013
Al Jawf,18.28,21,clear sky,8.89,1011
Al Jarādīyah,29.65,58,scattered clouds,4.7,1009
Al Jafr,20.31,45,overcast clouds,1.35,1013
Al Hufūf,20.19,73,broken clouds,1.54,1013
Northern Borders,22.17,20,broken clouds,6.93,1008
Al Ghaţghaţ,24.24,35,broken clouds,6.61,1011
Al Bukayrīyah,16.87,27,clear sky,7.52,1009
Al Baţţālīyah,20.23,45,overcast clouds,1.63,1013
Al Buşur,16.98,94,mist,2.06,1009
Al Bahah,16.31,51,few clouds,5.79,1013
Al Arţāwīyah,24.21,43,light rain,7.1,1008
Al ‘Aqīq,24.62,38,few clouds,6.17,1011
Al Awjām,17.06,82,mist,2.06,1014
Afif,20.77,59,light rain,6.56,1011
Ad Dilam,26.13,31,broken clouds,5.69,1011
Ad Dawādimī,21.64,42,broken clouds,8.75,1010
Ad Darb,30.17,52,few clouds,6.03,1009
Dammam,18.06,72,broken clouds,1.54,1014
Abū ‘Arīsh,29.6,54,scattered clouds,5.53,1009
Abhā,21.14,33,scattered clouds,9.26,1013
Abā as Su‘ūd,31.56,15,scattered clouds,5.95,1007
Ostān-e Tehrān,11.85,11,clear sky,4.12,1016
Āzādshahr,15.27,31,clear sky,3.2,1018
Zarand,13.98,33,scattered clouds,1.9,1013
Zanjan Province,-0.7,69,overcast clouds,1.36,1018
Zanjān,7.83,21,clear sky,5.14,1017
Yazd,14.27,21,clear sky,4.13,1014
Yazd,17.06,15,clear sky,1.03,1013
Varāmīn,12.21,19,broken clouds,0.76,1016
Vālānjerd,9.92,17,overcast clouds,3.29,1012
Torbat-e Ḩeydarīyeh,7.77,27,clear sky,4.19,1018
Tonekābon,12.97,72,scattered clouds,3.6,1018
Tehran,11.51,11,clear sky,4.12,1016
Hashtpar,11.04,64,overcast clouds,0.98,1017
Tākestān,7.99,34,broken clouds,3.24,1015
Takāb,0.41,78,overcast clouds,0.49,1018
Taft,14.97,15,clear sky,1.03,1013
Tafresh,5.52,38,broken clouds,1.57,1014
Tabriz,4.7,36,clear sky,3.09,1019
Tabas,16.67,12,clear sky,1.62,1016
Şūfīābād,10.02,22,few clouds,1.83,1017
Sonqor,4.84,56,broken clouds,0.57,1014
Sīrjān,15.73,30,few clouds,1.95,1012
Shūshtar,21.5,22,scattered clouds,2.7,1013
Susa,21.56,17,broken clouds,3.11,1013
Shiraz,14.69,55,scattered clouds,2.06,1013
Shajīrāt,21.94,18,scattered clouds,2.64,1013
Shahr-e Kord,11.87,13,clear sky,3.09,1012
Shahr-e Bābak,13.53,34,broken clouds,2.27,1013
Shādegān,22.1,13,broken clouds,4.53,1013
Semnan Province,12.02,22,clear sky,1.53,1017
Semnan,8.86,26,few clouds,1.87,1017
Semīrom,5.46,21,few clouds,3.52,1013
Sāveh,10.43,38,broken clouds,3,1015
Sari,14.77,51,clear sky,9.26,1017
Sārīmsāqlū,8.25,21,clear sky,5.14,1017
Saqqez,3.72,43,overcast clouds,1.68,1016
Sang Kanī,24,46,broken clouds,6.17,1011
Sanandij,10.01,22,broken clouds,2.06,1015
Salmās,0.71,65,overcast clouds,0.76,1019
Shāhīn Dezh,3.29,50,overcast clouds,0.69,1017
Sabzawār,10.6,30,few clouds,5.14,1019
Rūdsar,12.19,73,scattered clouds,3.82,1017
Robāţ Karīm,13.71,15,clear sky,4.12,1015
Rāvar,14.48,35,few clouds,3.8,1015
Rasht,15.9,41,few clouds,5.14,1016
Rāmshīr,22.6,11,scattered clouds,3.26,1013
Rāmhormoz,21.49,22,scattered clouds,2.92,1013
Ramak,12.85,71,clear sky,5.14,1017
Rafsanjān,18.31,66,scattered clouds,1.39,1011
Qūchān,3.99,52,clear sky,2.05,1021
Qorveh,2.23,64,broken clouds,1.62,1015
Qom,11.52,34,broken clouds,4.69,1015
Qeshm,24.18,56,broken clouds,2.89,1011
Qazvin,9.79,27,clear sky,2.06,1015
Qarah Ẕīā’ od Dīn,2.94,50,overcast clouds,0.87,1020
Qal‘eh-ye Moḩammad ‘Alī Khān,12.55,29,broken clouds,2.61,1015
Farrokh Shahr,11.59,13,clear sky,3.09,1012
Qā’en,11.46,15,clear sky,4.21,1016
Sarpol-e Z̄ahāb,9.61,53,light rain,3.59,1016
Pīshvā,11.97,19,scattered clouds,1,1016
Piranshahr,0.77,85,overcast clouds,0.75,1018
Pāveh,6.44,45,broken clouds,2.05,1014
Pārsābād,16.18,27,clear sky,1.03,1016
Oshnavīyeh,2.28,79,overcast clouds,0.82,1017
Urmia,1.75,30,broken clouds,2.06,1019
Omīdīyeh-ye Soflá,21.93,40,broken clouds,5.14,1013
Omīdīyeh,21.93,40,broken clouds,5.14,1013
Nūrābād,17.68,21,overcast clouds,1.95,1014
Nowshahr,13.97,67,clear sky,5.14,1017
Nowjeh Deh-e Sheykhlar,-2.11,58,overcast clouds,1.69,1018
Neyshabur,7.14,32,clear sky,2.23,1020
Neyrīz,15.23,34,clear sky,3.15,1013
Nekā,14.73,51,clear sky,9.26,1017
Naz̧arābād,11.45,24,broken clouds,1.68,1015
Naghadeh,1.41,76,overcast clouds,1.06,1019
Namīn,6.23,31,clear sky,8.23,1015
Nahavand,7.93,36,overcast clouds,0.69,1013
Ḩowẕ-e Sorkh,9.43,23,clear sky,4.9,1018
Moḩammadābād,10.1,57,clear sky,0,1020
Mīnāb,24.83,51,broken clouds,4.16,1012
Mīāndoāb,4.86,45,overcast clouds,0.74,1017
Meybod,15.9,20,clear sky,1.41,1013
Mahrīz,14.45,21,scattered clouds,2.96,1013
Mehrān,17.65,27,overcast clouds,4.23,1013
Mazandaran,9.22,50,clear sky,2.3,1018
Masjed Soleymān,20.69,22,scattered clouds,2.87,1013
Bardsīr,14.36,23,few clouds,3.98,1012
Mashhad,10.08,57,clear sky,0,1020
Markazi Province,7.73,46,overcast clouds,1.28,1015
Marand,3.93,44,overcast clouds,0.61,1018
Malāyer,6.86,28,overcast clouds,2.22,1013
Malārd,11.69,22,clear sky,5.14,1015
Maḩmūdābād-e Soflá,11.53,35,light rain,4.12,1015
Mahabad,3.5,66,overcast clouds,2.19,1017
Ostān-e Lorestān,13.09,14,overcast clouds,3.67,1012
Lāvān,21.09,64,light rain,4.12,1012
Langarūd,12.78,64,scattered clouds,3.55,1017
Kūhdasht,12.23,19,overcast clouds,5.12,1012
Ostān-e Kordestān,-0.6,73,overcast clouds,0.98,1016
Kohgiluyeh and Boyer-Ahmad,16.42,24,overcast clouds,1.31,1013
Kīsh,22.15,68,broken clouds,3.09,1012
Khowy,4.29,45,broken clouds,1.03,1020
Khvānsār,3.53,21,broken clouds,2.25,1013
Khuzestan,20.99,13,scattered clouds,2.72,1013
Khorramshahr,19.98,26,broken clouds,2.06,1013
Khorramabad,14.79,18,broken clouds,3.09,1012
Khomeyn,9.07,15,overcast clouds,1.63,1012
Khani Yek,10.14,24,overcast clouds,2.77,1014
Khāmeneh,1.9,48,overcast clouds,1.11,1018
Khalkhāl,0.35,64,broken clouds,1.76,1018
Maḩaleh-ye Khāfī,18.96,88,overcast clouds,0,1012
Ostān-e Kermānshāh,8.42,34,overcast clouds,0.3,1013
Kermanshah,13.5,9,broken clouds,4.12,1012
Kerman,11.38,34,clear sky,4.68,1013
Kerman,14.92,38,scattered clouds,3.09,1013
Kāzerūn,18.02,27,overcast clouds,1.56,1014
Kāshmar,10.22,26,clear sky,3.67,1018
Kashan,12.25,31,overcast clouds,2.03,1015
Karaj,9.88,22,clear sky,5.14,1016
Kangāvar,10.1,21,overcast clouds,1.14,1012
Kāmyārān,7.23,43,overcast clouds,0.41,1013
Kalāteh-ye Karbalā’ī Ḩājjī,15.05,11,few clouds,6.17,1015
Kalāteh-ye Bālī,-2.73,78,clear sky,1.29,1023
Kalāleh,16.78,39,clear sky,2.06,1018
Jūybār,15.09,44,clear sky,5.36,1017
Jūraqān,0.04,64,clear sky,2.06,1015
Khārk,17.01,67,moderate rain,2.06,1014
Javānrūd,6.95,43,overcast clouds,1.33,1014
Javādīyeh,16.73,11,clear sky,0.36,1016
Iran,14.59,16,few clouds,3.24,1012
Ilam Province,10.21,25,overcast clouds,3.88,1013
Īlām,10.6,32,broken clouds,4.12,1013
Hormozgan,24.43,34,broken clouds,4.55,1012
Harsīn,9.27,20,overcast clouds,3.92,1012
Hārom,14.94,55,broken clouds,3.09,1013
Ostān-e Hamadān,-0.36,64,clear sky,2.06,1015
Hamadan,-0.51,64,clear sky,2.06,1014
Gūsheh Shāhzādeh Qāsem,11.95,35,broken clouds,4.12,1015
Gorgan,15.98,45,clear sky,5.14,1018
Gonbad-e Kāvūs,17.53,29,clear sky,3.84,1018
Gonābād,12.34,19,clear sky,3.69,1017
Golpāyegān,9.37,15,overcast clouds,0.36,1012
Ostān-e Gīlān,15.7,44,broken clouds,1.63,1016
Gerīzeh,10.9,22,broken clouds,2.06,1015
Gerāsh,18.08,31,scattered clouds,4.05,1012
Garmsār,11.85,22,scattered clouds,1.66,1016
Bandar-e Genāveh,18.1,45,moderate rain,4.25,1014
Fīsherābād,11.81,11,clear sky,4.12,1016
Fīrūzābād,15.57,39,overcast clouds,2.63,1014
Fareydūnshahr,0.51,58,scattered clouds,1.44,1014
Fereydūnkenār,12.05,65,clear sky,6.68,1017
Fasa,14.58,55,broken clouds,3.09,1013
Fārsān,12.02,53,clear sky,2.54,1014
Fars,16.39,33,broken clouds,2.04,1013
pamas,6.26,48,overcast clouds,1.66,1013
Esfarāyen,4.55,53,clear sky,0.76,1021
Shahrud,6.16,38,clear sky,1.18,1018
Gachsaran,19.05,45,broken clouds,4.12,1014
Delījān,11.71,10,overcast clouds,1.35,1012
Dehlorān,18.44,23,overcast clouds,3.96,1013
Dehdasht,17.91,24,overcast clouds,1.28,1013
Deh,22.14,68,broken clouds,3.09,1012
Sūsangerd,22.28,11,few clouds,3.27,1013
Dārāb,17.37,40,few clouds,1.99,1014
Dāmghān,8.13,31,clear sky,1.9,1018
Damāvand,1.96,36,scattered clouds,1.06,1017
Jowkān,3.86,28,overcast clouds,3.82,1014
Cheshmeh Kabūd,11.18,32,broken clouds,4.12,1013
Chenārān,6.85,39,clear sky,2.72,1019
Chālūs,13.7,67,clear sky,5.14,1017
Chaharmahal and Bakhtiari Province,7.37,13,clear sky,3.09,1013
Bushehr,20.54,32,broken clouds,1.57,1014
Bushehr,17.05,67,moderate rain,4.12,1014
Būkān,4.45,46,overcast clouds,1.79,1016
Borūjerd,10.02,21,overcast clouds,3.42,1012
Borūjen,8.85,15,clear sky,3.03,1011
Borjak,4.5,38,overcast clouds,0.28,1013
Borazjan,20.75,39,overcast clouds,2.78,1014
Bojnourd,6.97,33,few clouds,4.12,1022
Birjand,15.26,11,few clouds,6.17,1015
Bījār,-2.14,77,overcast clouds,1.38,1018
Barāk,19.02,55,broken clouds,0,1012
Bonāb,8.25,42,clear sky,2.06,1018
Behshahr,15.62,39,clear sky,4.93,1017
Behbahān,20.57,28,overcast clouds,3.27,1013
Bāneh,2.88,79,overcast clouds,1.22,1015
Shenās,23.05,64,broken clouds,4.12,1011
Bandar-e Lengeh,23.06,64,broken clouds,4.12,1011
Bandar Emām Khomeynī,20,37,broken clouds,4.12,1014
Bandar-e Anzali,16.06,60,broken clouds,3.04,1017
Cambarão,23.99,46,broken clouds,6.17,1011
Bam,18.28,25,clear sky,4.98,1014
Bahār,0.09,64,clear sky,2.06,1015
Bāfq,16.98,25,broken clouds,0.18,1013
Bābolsar,12.61,61,clear sky,6.5,1017
Babol,15.84,41,clear sky,4.05,1017
Aznā,9.45,38,overcast clouds,1.57,1013
East Azerbaijan,0.18,49,overcast clouds,0.53,1018
West Azerbaijan Province,1.75,30,broken clouds,2.06,1019
Hashtrūd,-0.53,60,broken clouds,0.61,1019
Āstārā,10.67,73,broken clouds,2.77,1018
Āstāneh-ye Ashrafīyeh,15.96,54,scattered clouds,3.61,1017
Asadābād,6.78,51,broken clouds,0.18,1014
Ardestān,12.18,29,scattered clouds,3.04,1015
Ardakān,16.21,19,clear sky,1.67,1013
Ardabil,6.75,31,clear sky,8.23,1015
Arak,7.42,42,overcast clouds,1.03,1014
Āmol,15.72,40,clear sky,3.32,1017
Alvand,2.38,39,broken clouds,1.61,1015
Shahrīār,11.99,11,scattered clouds,1.34,1015
Aligoodarz,5.76,33,broken clouds,2.08,1014
Aleshtar,9.08,27,overcast clouds,3,1013
Akbarābād,15.75,30,broken clouds,3.24,1013
‘Ajab Shīr,8.19,69,overcast clouds,1.47,1019
Ahvāz,20.97,35,broken clouds,3.09,1013
Ahvāz,20.98,35,broken clouds,3.09,1013
Aḩmadābād,12.03,13,clear sky,3.09,1012
Ahar,3.42,44,overcast clouds,3.37,1017
Aghajari,21.12,40,broken clouds,5.14,1013
Ābyek,7.77,25,broken clouds,1.95,1015
Ābyek,9.46,24,broken clouds,1.95,1015
Abhar,5.57,42,broken clouds,1.48,1016
Ābdānān,13.45,26,overcast clouds,4.18,1013
Ābādeh,12.53,14,broken clouds,6.41,1011
Ābādān,19.97,26,broken clouds,2.06,1014
Saurimo,23.4,75,light rain,1.81,1010
Lunda Sul Province,21.54,84,light rain,2.15,1011
Lunda Norte,22.21,79,light rain,1.51,1010
Lucapa,24.17,70,light rain,1.55,1010
Ýpsonas,18.54,48,few clouds,4.12,1015
Gerólakkos,17.74,50,scattered clouds,3.43,1015
Géri,17.66,52,scattered clouds,3.09,1015
Xylotymbou,19.07,48,few clouds,5.14,1015
Tséri,17.05,52,scattered clouds,3.09,1015
Voróklini,19.34,48,few clouds,5.14,1015
Týmvou,18.09,52,scattered clouds,3.09,1015
Troúlloi,19.1,48,scattered clouds,5.14,1015
Tríkomo,16.08,52,broken clouds,5.17,1015
Tersefánou,19.26,48,few clouds,5.14,1015
Tála,16.27,53,few clouds,5.14,1015
Sotíra,16.57,48,few clouds,4.12,1015
Rizokárpaso,14.28,55,broken clouds,5.56,1015
Pyrgos,18.6,53,scattered clouds,5.99,1015
Pýla,18.9,48,few clouds,5.14,1015
Psimolofou,16.73,48,scattered clouds,4.04,1014
Psevdás,18.49,48,few clouds,5.14,1015
Polis,17.94,53,few clouds,2.83,1015
Pissoúri,18.25,57,clear sky,6.26,1015
Frénaros,16.78,57,broken clouds,4.02,1015
Pégeia,16.76,53,few clouds,3.25,1015
Perivólia,19.54,48,few clouds,5.14,1015
Peristeróna,16.36,48,scattered clouds,4.61,1015
Pérgamos,19.06,49,broken clouds,5.14,1015
Péra,16.42,48,scattered clouds,3.77,1014
Peléndri,12.13,47,few clouds,1.72,1014
Parekklisha,18.31,51,scattered clouds,6.04,1015
Paralímni,16.75,57,broken clouds,4.02,1015
Pafos,16.7,55,few clouds,5.14,1015
Paphos,18.88,55,few clouds,5.14,1015
Pano Polemidya,18.64,48,few clouds,4.12,1015
Páno Defterá,16.89,48,scattered clouds,4.04,1014
Panagia,17.88,52,scattered clouds,3.09,1015
Páchna,14.59,50,few clouds,6.34,1014
Nicosia,16.7,48,scattered clouds,4.12,1014
Nicosia,17.83,52,scattered clouds,3.09,1015
Mouttagiáka,18.68,48,few clouds,4.12,1015
Mosfilotí,18.02,48,few clouds,5.14,1015
Mórfou,16.91,49,scattered clouds,4.92,1015
Mesógi,16.95,55,few clouds,5.14,1015
Meneou,19.43,48,few clouds,5.14,1015
Mámmari,17.33,49,scattered clouds,4.06,1015
Lythrodóntas,16.05,49,scattered clouds,2.02,1014
Lýmpia,17.81,49,scattered clouds,3.09,1015
Livádia,19.42,48,few clouds,5.14,1015
Liopétri,17.08,57,broken clouds,4.02,1015
Limassol District,16.25,47,few clouds,5.34,1014
Limassol,19.04,48,few clouds,4.12,1015
Leonariso,14.31,53,broken clouds,5.64,1015
Lefkónoiko,18.38,54,scattered clouds,4.8,1015
Lefka,16.53,53,scattered clouds,4.23,1014
Larnaka,17.3,57,broken clouds,4.02,1015
Larnaca,19.36,48,few clouds,5.14,1015
Lapta,15.82,53,scattered clouds,3.35,1015
Keryneia,17.57,52,scattered clouds,2.89,1015
Kyrenia,18.75,55,scattered clouds,2.54,1015
Kyperoúnta,10.3,48,few clouds,1.15,1014
Kórnos,17.39,49,scattered clouds,2.38,1015
Kofínou,18.74,52,scattered clouds,0.64,1015
Kolossi,18.75,48,few clouds,4.12,1015
Kokkinotrimithiá,17.38,49,scattered clouds,4.06,1015
Klírou,14.78,49,scattered clouds,2.95,1014
Kíti,19.43,48,few clouds,5.14,1015
Kissonerga,18.62,55,few clouds,5.14,1015
Chlórakas,18.49,55,few clouds,5.14,1015
Káto Pýrgos,15.88,59,scattered clouds,5.23,1015
Káto Defterá,17.03,49,scattered clouds,4,1015
Kakopetriá,14.4,50,few clouds,2.59,1014
Ammochostos,15.58,53,broken clouds,5.05,1015
Famagusta,17.27,57,broken clouds,6.18,1015
Erími,18.6,48,few clouds,4.12,1015
Episkopi,18.62,48,few clouds,4.12,1015
Emba,18.11,55,few clouds,5.14,1015
Dhromolaxia,19.35,48,few clouds,5.14,1015
Derýneia,16.85,57,broken clouds,4.02,1015
Dáli,17.51,52,scattered clouds,3.09,1015
Cyprus,12.18,49,few clouds,2.56,1014
Ágios Týchon,18.66,52,scattered clouds,6.43,1015
Ayia Napa,17.24,57,broken clouds,4.02,1015
Avgórou,17.35,57,broken clouds,5.72,1015
Áchna,19.23,44,broken clouds,5.58,1015
Athíenou,18.13,49,scattered clouds,3.09,1015
Athalássa,17.7,52,scattered clouds,3.09,1015
Astromerítis,16.63,49,scattered clouds,4.65,1015
Asínou,14.31,49,scattered clouds,3.32,1014
Ergátes,16.64,48,scattered clouds,4.04,1014
Aradíppou,19.15,48,few clouds,5.14,1015
Aredioú,16.4,48,scattered clouds,3.66,1014
Alámpra,17.48,48,scattered clouds,4.06,1015
Akrotiri,19.12,48,few clouds,4.12,1015
Acherítou,17.14,57,broken clouds,5.82,1015
Achéleia,18.73,55,few clouds,5.14,1015
Akáki,16.17,48,scattered clouds,4.43,1015
Prishibinskoye,12.67,48,broken clouds,2.23,1017
Beylagan Rayon,12.36,37,scattered clouds,1.23,1016
Zangilan Rayon,10.95,30,overcast clouds,1.13,1016
Zangilan,10.74,32,overcast clouds,1.04,1016
Yardımlı,7.03,50,broken clouds,1.28,1016
Yardymli Rayon,7.03,50,broken clouds,1.28,1016
Novyy Karanlug,10.4,34,broken clouds,1.93,1016
Khankendi,8.19,37,broken clouds,1.82,1015
Əhmədbəyli,13,35,few clouds,2.03,1017
Shusha,4.78,41,broken clouds,1.49,1015
Shekyarabad,5.02,48,broken clouds,2.06,1019
Salyan Rayon,12.99,42,few clouds,3.28,1017
Salyan,12.88,45,few clouds,3.53,1017
Şahbuz,2.78,55,overcast clouds,2.03,1019
Sedarak,4.36,38,overcast clouds,2.22,1020
Sabirabad Rayon,13.09,37,clear sky,2.84,1017
Saatly Rayon,13.01,36,few clouds,1.93,1017
Qubadlı,9.59,44,overcast clouds,1.85,1016
Qaraçala,13.01,38,clear sky,3.33,1017
Bilasuvar Rayon,12.88,43,scattered clouds,2.1,1017
Orjonikidze,12.34,34,broken clouds,0.86,1016
Ordubad,5.08,46,overcast clouds,2.7,1019
Neftchala Rayon,11.94,58,few clouds,4.75,1017
Neftçala,10.94,71,few clouds,5.06,1017
Nakhichivan,4.82,48,broken clouds,2.06,1019
Nakhichevan,4.86,48,broken clouds,2.06,1019
Mincivan,11.57,30,overcast clouds,1.94,1016
Masally,12.46,48,broken clouds,2.35,1017
Masally,12.48,47,broken clouds,2.38,1017
Lerik Rayon,5.27,50,overcast clouds,1.36,1016
Lerik,6.13,52,overcast clouds,1.38,1016
Lankaran Rayon,12.52,54,scattered clouds,4.63,1017
Lankaran,13.04,54,scattered clouds,4.63,1017
Laçın,7.56,44,broken clouds,2.14,1015
Laçın Rayonu,4.35,43,overcast clouds,1.94,1015
Qubadli Rayon,9.59,44,overcast clouds,1.85,1016
Qırmızı Bazar,7.51,40,broken clouds,1.8,1016
Kizhaba,13.01,69,broken clouds,2.77,1018
Khojaly District,9.5,31,broken clouds,2.11,1016
Xıllı,12.03,59,few clouds,5.37,1017
Imishli,12.77,34,scattered clouds,0.74,1017
Imishli Rayon,12.84,34,scattered clouds,0.84,1017
Horadiz,12.53,31,overcast clouds,1.88,1016
Haftoni,12.84,54,scattered clouds,4.63,1017
Hadrut,8.08,38,overcast clouds,1.85,1016
Fizuli Rayon,11.47,34,broken clouds,1.59,1016
Jabrayil District,11.25,29,overcast clouds,1.4,1015
Jebrail,10.1,32,overcast clouds,1.55,1016
Jalilabad,12.46,50,scattered clouds,2.26,1017
Julfa,5.93,38,overcast clouds,1.56,1019
Jalilabad,12.38,51,scattered clouds,2.25,1017
Boradigah,13.02,50,broken clouds,2.44,1017
Pushkino,12.86,43,scattered clouds,2.11,1017
Severo-Vostotchnyi Bank,11.25,68,clear sky,5.41,1017
Astara,11.99,54,overcast clouds,1.82,1017
Astara,10.64,72,broken clouds,2.81,1018
Xocalı Rayonu,8.65,35,broken clouds,1.93,1015
Askyaran,9.35,29,broken clouds,2.11,1016
Şirvan,12.95,39,clear sky,3.76,1017
Aghjabadi Rayon,12.53,32,scattered clouds,0.94,1016
Aghdam Rayon,10.87,26,broken clouds,1.76,1016
Ağdam,10.57,26,broken clouds,1.83,1016
Kagera,27.77,40,overcast clouds,1.71,1006
Zanzibar Urban/West,33.21,48,overcast clouds,4.36,1007
Zanzibar Central/South,31.98,55,overcast clouds,0.55,1007
Zanzibar,28.26,73,overcast clouds,5.51,1007
Wete,27.53,78,scattered clouds,7.41,1007
Vwawa,22.85,68,light rain,1.38,1009
Vikindu,34.56,39,broken clouds,6.76,1006
Uyovu,25.36,62,light rain,2.34,1008
Uwelini,28.24,72,scattered clouds,2.96,1007
Uvinza,22.86,86,light rain,3.31,1010
Utete,32.2,54,overcast clouds,3.49,1007
Usoke,24.59,73,moderate rain,3.24,1008
Ushirombo,26.6,57,light rain,3.34,1008
Usevya,20.85,95,light rain,2.27,1011
Usagara,28.33,42,overcast clouds,3.94,1006
Usa River,31.29,33,broken clouds,1.69,1008
Urambo,25.63,65,light rain,3.67,1008
Ulenje,20.99,67,light rain,1.4,1010
Ujiji,24.85,70,light rain,2.84,1009
Tunduma,21.84,69,light rain,1.58,1009
Tumbi,26.16,62,light rain,2.09,1008
Tukuyu,23.97,70,light rain,0.83,1010
Tinde,30.44,40,overcast clouds,1.52,1005
Tarime,26.91,42,broken clouds,5.46,1005
Tanzania,32.21,40,broken clouds,2.3,1006
Tanga,30.74,50,light rain,0.44,1006
Tanga,33.44,49,broken clouds,7.51,1006
Tabora,24.27,74,moderate rain,2.31,1008
Tabora,27.62,53,light rain,2.08,1007
Sumbawanga,16.79,93,light rain,0.96,1012
Soni,23.42,73,moderate rain,2.47,1009
Songwa,31.3,36,scattered clouds,1.42,1005
Somanda,31.31,34,broken clouds,2.91,1005
Sokoni,29.72,62,overcast clouds,4.69,1007
Sirari,27.3,41,broken clouds,6.09,1006
Singida,28.59,40,broken clouds,2.84,1006
Singida,26.14,50,light rain,0.66,1006
Sikonge,24.4,74,moderate rain,2.31,1008
Shinyanga,30.26,40,overcast clouds,1.52,1005
Shinyanga,31.23,36,scattered clouds,0.2,1005
Shelui,32.13,33,broken clouds,1.88,1004
Sepuka,24.58,59,broken clouds,1.68,1006
Sea View,32.35,51,broken clouds,4.62,1007
Same,34.72,26,broken clouds,7.83,1004
Rulenge,25.87,55,light rain,2.16,1008
Rukwa,21.55,93,moderate rain,1.69,1010
Rujewa,30.46,44,overcast clouds,1.12,1006
Regeza Mwendo,28.2,73,overcast clouds,5.51,1007
Pwani Region,33.92,40,overcast clouds,3.16,1006
Puma,23.22,59,overcast clouds,1.5,1006
Poli,28.41,33,broken clouds,1.69,1008
Pemba South,31.19,57,broken clouds,3.99,1007
Pemba North,30.88,60,few clouds,5.01,1007
Pangani,33.98,47,overcast clouds,8.08,1006
Old Shinyanga,30.91,36,scattered clouds,0.2,1005
Nzega,30.23,39,overcast clouds,1.95,1005
Nyanguge,29.05,42,overcast clouds,3.94,1006
Nyamuswa,27.09,41,overcast clouds,5.4,1005
Nyalikungu,30.88,31,scattered clouds,3.42,1004
Nyakato,30.43,35,overcast clouds,3.67,1006
Nyakahanga,25.17,42,overcast clouds,2.84,1007
Nyakabindi,26.8,44,overcast clouds,3.45,1005
Nsunga,30.07,35,overcast clouds,1.96,1005
Nshamba,28.53,36,overcast clouds,1.39,1006
Nkove,22.88,79,light rain,1.23,1011
Nkoaranga,28.41,33,broken clouds,1.69,1008
Njombe,22.82,55,light rain,2.8,1009
Nguruka,23.46,73,light rain,2.33,1009
